"Fecha";"Miles de millones COP"
"2011/03/31";143546,68876511
"2011/04/30";141537,80672434
"2011/05/31";146378,41103304
"2011/06/30";148949,62555704
"2011/07/31";148812,02988957
"2011/08/31";155513,4870737
"2011/09/30";153865,06144434
"2011/10/31";157104,46724803
"2011/11/30";162611,7263027
"2011/12/31";164155,60454643
"2012/01/31";167564,05792695
"2012/02/29";174899,77971168
"2012/03/31";175343,23850327
"2012/04/30";173264,82133982
"2012/05/31";177360,28711054
"2012/06/30";176962,74644731
"2012/07/31";176811,45267109
"2012/08/31";183577,34843677
"2012/09/30";185895,82925058
"2012/10/31";191359,86496421
"2012/11/30";193771,77473935
"2012/12/31";198120,23052133
"2013/01/31";199797,84727305
"2013/02/28";205141,85524861
"2013/03/31";207036,26963227
"2013/04/30";205759,37097133
"2013/05/31";210854,75225514
"2013/06/30";212345,19731224
"2013/07/31";216516,22355611
"2013/08/31";219312,8354569
"2013/09/30";218640,95737868
"2013/10/31";226475,63298315
"2013/11/30";229605,51083511
"2013/12/31";227389,99636384
"2014/01/31";231076,89181168
"2014/02/28";238574,16385043
"2014/03/31";237359,14286059
"2014/04/30";238071,78109313
"2014/05/31";238162,1952228
"2014/06/30";239649,64347099
"2014/07/31";244116,89012549
"2014/08/31";244964,35211248
"2014/09/30";240915,64685468
"2014/10/31";247479,21749357
"2014/11/30";248121,06939702
"2014/12/31";245858,63869467
"2015/01/31";246146,0860596
"2015/02/28";257244,13988579
"2015/03/31";256432,3675999
"2015/04/30";256936,89067045
"2015/05/31";261163,40789065
"2015/06/30";261675,64904051
"2015/07/31";267880,62087285
"2015/08/31";271330,73131327
"2015/09/30";271729,2351753
"2015/10/31";278989,21653475
"2015/11/30";278201,0253138
"2015/12/31";278481,49620002
"2016/01/31";280450,86016484
"2016/02/29";289796,15574056
"2016/03/31";293361,48501624
"2016/04/30";295604,39683109
"2016/05/31";297405,07625113
"2016/06/30";301652,3196465
"2016/07/31";303001,0677785
"2016/08/31";305753,46870136
"2016/09/30";304965,22723255
"2016/10/31";304452,93062348
"2016/11/30";311293,47475987
"2016/12/31";306199,0109151
"2017/01/31";309131,5381848
"2017/02/28";313561,83771923
"2017/03/31";315468,46396871
"2017/04/30";319214,68669969
"2017/05/31";319530,17940411
"2017/06/30";322020,20817065
"2017/07/31";323689,54015123
"2017/08/31";323071,33496162
"2017/09/30";321524,17954834
"2017/10/31";322798,07166016
"2017/11/30";330329,60526308
"2017/12/31";328584,23205154
"2018/01/31";328736,6747384
"2018/02/28";333580,02728198
"2018/03/31";335775,81464849
"2018/04/30";335268,8100845
"2018/05/31";335338,46247982
"2018/06/30";336594,62820726
"2018/07/31";338416,10229258
"2018/08/31";341022,72659049
"2018/09/30";336903,91483384
"2018/10/31";340733,15760598
"2018/11/30";344640,26209739
"2018/12/31";342612,75818876
"2019/01/31";342749,00031666
"2019/02/28";348494,90122595
"2019/03/31";353771,77503435
"2019/04/30";354803,00166104
"2019/05/31";356837,72339329
"2019/06/30";359032,66380764
"2019/07/31";361764,88314894
"2019/08/31";362581,92285893
"2019/09/30";362203,21425582
"2019/10/31";365656,38655929
"2019/11/30";372279,70916829
"2019/12/31";370958,89201229
"2020/01/31";372881,37786686
"2020/02/29";377514,90452735
"2020/03/31";389119,41010995
"2020/04/30";399328,95091231
"2020/05/31";403447,72891661
"2020/06/30";405849,3775668
"2020/07/31";410751,4690764
"2020/08/31";406693,48552032
"2020/09/30";405392,25653742
"2020/10/31";406778,71812688
"2020/11/30";406753,99046861
"2020/12/31";409201,0591696
"2021/01/31";405746,9222579
"2021/02/28";406967,77164777
"2021/03/31";410153,71878739
"2021/04/30";413762,22129552
"2021/05/31";409671,74788089
"2021/06/30";419172,45141214
